timestamp,elapsed,app_ngap_messages_total,app_nas_messages_total,app_active_sessions,app_registration_requests_total,app_auth_failures_total,app_request_latency_seconds
2026-04-16T01:46:13.575,0.02,0.0,0.0,0.0,0.0,0.0,0.017349574214987836
2026-04-16T01:46:14.578,1.023,6.363629201348589,4.794347869828304,0.02353162889608207,3.2539688776731865,0.2370262758469313,0.017755385015908006
2026-04-16T01:46:15.579,2.024,5.458927022118408,4.1142011619212955,0.023458851132113878,2.8829383732667244,0.36833704714864535,0.017946685095138772
2026-04-16T01:46:16.583,3.028,4.651617785582934,3.9834382038276672,0.02338294214916381,2.548099529755552,0.24148534314796333,0.018405060607801144
2026-04-16T01:46:17.586,4.03,5.210334027980437,3.858204641165706,0.023312983858147618,2.427325176670168,0.3465916855670317,0.01823351913379654
2026-04-16T01:46:18.588,5.033,7.206058222811507,5.337692520237532,0.023252382512939818,3.356526277046031,0.42115993554959497,0.01841782638669592
2026-04-16T01:46:19.585,6.029,6.917755000013663,5.321731895860836,0.023159670939540078,3.4933748816228274,0.32090409886602034,0.018702655097214686
2026-04-16T01:46:20.586,7.031,6.537432580081493,4.539457288565764,0.02308422861760384,3.0459016110799837,0.2876600590777789,0.018453924886969147
2026-04-16T01:46:21.585,8.03,8.000909063035792,5.710091094151039,0.022973455942789656,3.85967258439522,0.35598962692008174,0.018467182999158085
2026-04-16T01:46:22.601,9.046,6.447731358312431,4.946819114728669,0.022908859321224995,3.3752947519687133,0.20215345687863673,0.018902806188431813
2026-04-16T01:46:23.589,10.034,7.543585057086865,5.647568934232069,0.022817626064655983,3.679503019293332,0.34320149558516766,0.018621260867130635
2026-04-16T01:46:24.587,11.032,6.863217536541015,5.054065287334858,0.022741255599855847,3.486680344278298,0.37377767019672303,0.018859544213645673
2026-04-16T01:46:25.593,12.038,4.815160317126228,3.644583400488912,0.022643925865642345,2.5381546676917495,0.2409553314335433,0.01884793241071029
2026-04-16T01:46:26.590,13.035,5.459154660303739,4.052361509292446,0.022561117623766336,2.729006240883969,0.13995861866050419,0.019059099718135943
2026-04-16T01:46:27.591,14.036,6.041239893923418,4.594534969907656,0.022470640302806544,3.0115686757832805,0.34142134341792474,0.019196370844613064
2026-04-16T01:46:28.594,15.039,7.451008998336675,5.0813057847395555,0.022377743235223235,3.7768380498085037,0.2267170318822611,0.01863493388885372
2026-04-16T01:46:29.605,16.049,5.520043269277068,3.9520141690930757,0.02228326122893698,2.774805256616098,0.2838050304059676,0.018737450391557362
2026-04-16T01:46:30.595,17.04,6.998884276926987,4.778845634922291,0.02218816533994783,3.2291328390034906,0.267300000943135,0.019285434443663214
2026-04-16T01:46:31.597,18.042,4.475728271122392,3.2491811124507564,0.022105880548503265,2.2510304307147564,0.33348922409697757,0.01945543923377797
2026-04-16T01:46:32.599,19.044,4.004154055620418,2.9838420548274343,0.021982093964794558,2.017663055301874,0.3981664889839065,0.01928876221143127
2026-04-16T01:46:33.606,20.05,8.596551498312877,6.155543731313443,0.02191386649363558,4.058459877544088,0.48912423333489663,0.01943167657077883
2026-04-16T01:46:34.602,21.047,6.018710735723431,5.00646617612577,0.021792344522406637,3.372460298554678,0.2351704976679887,0.018956094268498612
2026-04-16T01:46:35.598,22.043,5.682902876813415,4.257870907701971,0.021674264887863615,2.7806729591841446,0.4197490195649918,0.01911320098401338
2026-04-16T01:46:36.605,23.05,6.302839385467365,4.1283342051145695,0.021580680507391037,2.9307000730040613,0.25563376359232226,0.019197195493350548
2026-04-16T01:46:37.603,24.048,4.554030031312237,3.283776720950769,0.02147511177896888,2.297111987564463,0.4083877784012282,0.019200203827718837
2026-04-16T01:46:38.604,25.049,6.474461067465114,5.1251209930772035,0.02136934295758408,3.3417263616420314,0.4540570770193275,0.01907538777326408
2026-04-16T01:46:39.607,26.052,4.889347152075175,3.9153043485184185,0.021240698791157087,2.5398579501334524,0.1674455886530435,0.019139722878698466
2026-04-16T01:46:40.605,27.05,4.70058776928613,3.7013512042144185,0.021145618008620914,2.4521429306784626,0.32430138782883766,0.019407674609987477
2026-04-16T01:46:41.605,28.05,4.652572747933647,3.795639041160868,0.021033351276859236,2.3625025059165665,0.12960570300622543,0.01969747133170869
2026-04-16T01:46:42.616,29.061,6.496158993830875,4.607663864495237,0.020924294687956646,2.8747038516609393,0.2799904976754597,0.019713246262489312
2026-04-16T01:46:43.608,30.053,5.094606430692409,3.854612457800073,0.02080361311284129,2.5525138969441343,0.3230504836746082,0.019370005913377553
2026-04-16T01:46:44.613,31.058,4.829730614735979,3.6629546906137875,0.020685975506637533,2.409597668765855,0.17665938293709083,0.019515056754037266
