timestamp,elapsed,app_ngap_messages_total,app_nas_messages_total,app_active_sessions,app_registration_requests_total,app_auth_failures_total,app_request_latency_seconds
2026-04-16T00:31:35.390,0.045,0.0,0.0,0.0,0.0,0.0,0.02030975177424266
2026-04-16T00:31:36.386,1.041,0.0,0.0,0.0,0.0,0.0,0.019890085552222582
2026-04-16T00:31:37.381,2.036,0.0,0.0,0.0,0.0,0.0,0.020478678935792916
2026-04-16T00:31:38.380,3.035,0.0,0.0,0.0,0.0,0.0,0.020820303035907668
2026-04-16T00:31:39.380,4.035,0.0,0.0,0.0,0.0,0.0,0.02020490290259868
2026-04-16T00:31:40.386,5.041,0.0,0.0,0.0,0.0,0.0,0.01995325999296025
2026-04-16T00:31:41.384,6.039,0.0,0.0,0.0,0.0,0.0,0.019807726212044224
2026-04-16T00:31:42.386,7.041,0.0,0.0,0.0,0.0,0.0,0.01986404988356516
2026-04-16T00:31:43.387,8.042,0.0,0.0,0.0,0.0,0.0,0.01966793486722076
2026-04-16T00:31:44.382,9.037,0.0,0.0,0.0,0.0,0.0,0.0198143099246192
2026-04-16T00:31:45.392,10.047,0.0,0.0,0.0,0.0,0.0,0.019831471004698814
2026-04-16T00:31:46.390,11.045,0.0,0.0,0.0,0.0,0.0,0.01961708650061605
2026-04-16T00:31:47.391,12.046,0.0,0.0,0.0,0.0,0.0,0.019969593746338443
2026-04-16T00:31:48.392,13.047,0.0,0.0,0.0,0.0,0.0,0.020162047937843854
2026-04-16T00:31:49.393,14.048,0.0,0.0,0.0,0.0,0.0,0.0203416590473806
2026-04-16T00:31:50.395,15.05,0.0,0.0,0.0,0.0,0.0,0.020090597450135736
2026-04-16T00:31:51.394,16.049,0.0,0.0,0.0,0.0,0.0,0.02000523258525339
2026-04-16T00:31:52.396,17.051,0.0,0.0,0.0,0.0,0.0,0.020186322779005783
2026-04-16T00:31:53.400,18.055,0.0,0.0,0.0,0.0,0.0,0.02063296029558641
2026-04-16T00:31:54.400,19.055,0.0,0.0,0.0,0.0,0.0,0.020451647180107134
2026-04-16T00:31:55.395,20.05,0.0,0.0,0.0,0.0,0.0,0.0201061494813853
2026-04-16T00:31:56.399,21.054,0.0,0.0,0.0,0.0,0.0,0.01988198214350873
2026-04-16T00:31:57.409,22.064,0.0,0.0,0.0,0.0,0.0,0.019608663012225358
2026-04-16T00:31:58.406,23.061,0.0,0.0,0.0,0.0,0.0,0.01928110570825174
2026-04-16T00:31:59.401,24.057,0.0,0.0,0.0,0.0,0.0,0.01959254247351632
2026-04-16T00:32:00.403,25.058,0.0,0.0,0.0,0.0,0.0,0.019544766782657718
2026-04-16T00:32:01.401,26.056,0.0,0.0,0.0,0.0,0.0,0.019841507194829053
2026-04-16T00:32:02.405,27.06,0.0,0.0,0.0,0.0,0.0,0.01936199636804674
2026-04-16T00:32:03.405,28.06,0.0,0.0,0.0,0.0,0.0,0.019097332064459786
2026-04-16T00:32:04.408,29.063,0.0,0.0,0.0,0.0,0.0,0.019309808993321513
2026-04-16T00:32:05.409,30.064,0.0,0.0,0.0,0.0,0.0,0.019518796851788096
2026-04-16T00:32:06.410,31.065,0.0,0.0,0.0,0.0,0.0,0.019304429755893103
2026-04-16T00:32:07.412,32.067,0.0,0.0,0.0,0.0,0.0,0.01887661060934265
2026-04-16T00:32:08.415,33.069,0.0,0.0,0.0,0.0,0.0,0.018694222204962536
2026-04-16T00:32:09.412,34.067,0.0,0.0,0.0,0.0,0.0,0.018895596485813064
2026-04-16T00:32:10.415,35.07,0.0,0.0,0.0,0.0,0.0,0.018656339815373745
2026-04-16T00:32:11.415,36.07,0.0,0.0,0.0,0.0,0.0,0.0192454999985811
2026-04-16T00:32:12.419,37.074,0.0,0.0,0.0,0.0,0.0,0.019158618646726928
2026-04-16T00:32:13.414,38.069,0.0,0.0,0.0,0.0,0.0,0.019617254883226264
2026-04-16T00:32:14.413,39.068,0.0,0.0,0.0,0.0,0.0,0.01934140826258422
2026-04-16T00:32:15.418,40.073,0.0,0.0,0.0,0.0,0.0,0.01937259449562952
2026-04-16T00:32:16.418,41.073,0.0,0.0,0.0,0.0,0.0,0.019159303131950467
2026-04-16T00:32:17.423,42.078,0.0,0.0,0.0,0.0,0.0,0.01892514447768614
2026-04-16T00:32:18.417,43.072,0.0,0.0,0.0,0.0,0.0,0.01889475820143974
2026-04-16T00:32:19.420,44.075,0.0,0.0,0.0,0.0,0.0,0.018584967532330868
2026-04-16T00:32:20.423,45.078,0.0,0.0,0.0,0.0,0.0,0.018572595358497625
